3.465,4.515,6.635,5.985,7.925,75.605,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3.585,4.575,7.175,5.995,8.285,76.645,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3.605,4.575,7.535,6.045,8.405,76.905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3.925,4.725,7.595,6.145,8.545,76.975,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.045,4.735,7.715,6.175,8.625,77.035,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.135,4.785,7.835,6.235,8.895,77.775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.275,5.005,7.845,6.335,8.955,77.905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.345,5.085,8.265,6.655,9.005,77.975,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.405,5.265,8.335,6.825,9.145,78.805,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.475,5.415,8.415,6.875,9.205,79.305,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.555,5.715,8.825,6.885,9.335,79.545,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.715,5.825,9.055,7.045,9.525,80.255,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.755,5.975,9.255,7.285,9.705,80.565,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.775,6.025,9.435,7.285,10.155,81.045,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.805,6.055,9.485,7.315,10.295,81.485,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.905,6.135,9.605,7.335,10.675,82.075,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4.995,6.155,9.615,7.765,11.915,82.435,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5.195,6.225,9.625,7.855,12.185,82.595,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5.385,6.245,9.715,7.965,12.375,82.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5.395,6.285,9.765,8.135,12.765,82.875,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5.795,6.485,9.785,8.335,13.045,82.905,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6.385,6.485,9.865,8.525,13.205,82.935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6.585,6.555,9.865,8.575,13.595,83.005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6.605,6.725,9.965,8.665,13.725,83.195,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6.725,6.845,9.985,8.795,13.755,83.405,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6.765,7.025,9.995,8.995,15.065,83.835,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7.585,7.135,11.215,9.455,15.095,83.965,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
7.845,7.165,12.625,9.695,15.335,84.395,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8.055,7.415,13.505,9.745,15.855,84.735,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8.275,7.535,13.815,10.195,17.125,84.955,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8.385,7.595,14.395,10.355,17.175,85.495,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8.855,7.625,16.015,10.875,17.735,86.095,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
8.895,7.625,16.385,11.665,17.905,86.275,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9.135,7.655,21.845,12.555,19.155,86.485,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
9.875,8.045,21.995,12.915,19.455,86.565,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
10.795,8.505,25.655,17.445,21.375,86.665,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
11.615,8.575,25.955,17.505,22.915,86.775,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12.285,8.585,26.165,18.895,24.815,87.215,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
12.475,8.705,27.975,19.445,24.845,88.075,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
14.025,8.795,28.835,23.555,25.565,88.575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
21.035,8.955,28.925,23.905,25.815,89.395,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22.025,9.045,29.225,23.945,26.115,89.455,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22.135,9.215,29.235,24.915,26.455,89.575,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22.645,9.305,29.465,25.095,26.815,89.695,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22.725,9.725,29.955,26.645,26.945,90.005,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
22.755,11.815,30.125,26.735,27.055,90.415,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23.025,12.135,30.205,26.855,27.445,90.855,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23.275,12.165,30.555,26.865,27.595,90.895,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23.965,14.725,30.625,26.955,28.265,91.055,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
24.365,15.215,30.865,27.085,28.445,92.105,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
25.385,18.105,31.225,27.215,29.065,92.425,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
25.385,20.025,31.285,27.455,29.675,94.205,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
26.035,20.135,31.385,28.205,30.335,94.205,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
